ID,job,marital,balance,age,loyalty,subscribed
14082,housemaid,married,0,45.0,0.13387075144982252,no
32160,services,single,205,,0.16980010535229872,no
8541,services,single,76,,0.5595399776636186,no
30140,self-employed,married,687,53.0,0.11563809611498366,no
4559,management,single,5260,35.0,0.11237431113926033,no
2634,blue-collar,married,2466,,0.4660846645519179,no
39608,management,married,21088,60.0,0.08284126749406928,no
30222,blue-collar,single,1527,26.0,0.022561477807563568,no
19871,technician,married,581,,0.9833357353043629,no
29819,technician,married,284,56.0,0.7478188933834226,no
32018,services,married,554,39.0,0.13211620343248198,no
39611,management,married,2196,31.0,0.2923244669863686,no
42260,admin.,married,3608,50.0,0.5598278878769761,yes
31022,blue-collar,married,1723,,0.2533769893136948,no
25298,self-employed,married,5350,52.0,0.6739834151716373,no
7143,retired,single,44,,0.8363017984667216,no
26991,admin.,married,-1011,33.0,0.7971414666605695,no
31378,management,married,376,32.0,0.17838463987133701,yes
22196,admin.,married,17,,0.29682617866914374,no
11368,management,married,4112,54.0,0.018099924119722832,no
11150,management,single,46,,0.3643616466311088,no
12226,technician,married,-218,39.0,0.6672652746309488,no
5174,blue-collar,married,439,,0.37982124836963904,no
17665,admin.,married,-112,35.0,0.2101596121148247,no
43476,management,single,2646,35.0,0.07645290744005195,yes
26626,management,divorced,4314,39.0,0.49536124027895423,no
9257,technician,married,223,51.0,0.017968693976280203,no
34242,technician,married,557,33.0,0.31116069847258787,yes
19150,self-employed,married,67,32.0,0.44180602891538046,no
22257,technician,single,25,42.0,0.40057485148520156,no
24334,management,single,3013,41.0,0.9119724920575621,no
26074,housemaid,married,4136,39.0,0.872200951157622,no
26299,self-employed,married,2408,55.0,0.3403039014454752,no
43780,student,single,3713,25.0,0.823564531473558,yes
12006,technician,married,9246,56.0,0.9292290090480226,no
26767,management,single,1310,34.0,0.9978816654602717,no
17465,blue-collar,married,912,47.0,0.2554419600089546,no
35372,blue-collar,married,206,47.0,0.29593773159710757,no
18240,technician,married,-1322,35.0,0.9742128122023049,no
11239,blue-collar,single,4330,,0.7199327686436432,no
2210,admin.,single,18,37.0,0.4656904329185245,no
16483,admin.,single,895,51.0,0.952166511734063,yes
44108,management,married,2656,,0.4537797370785073,no
38364,blue-collar,married,29,34.0,0.7366137153888338,yes
34583,admin.,single,782,39.0,0.17650507204590749,no
26677,self-employed,married,-497,45.0,0.8153465044106231,no
574,technician,married,0,52.0,0.044004258645912175,no
2766,blue-collar,married,369,,0.8387305040318772,no
25635,management,married,705,56.0,0.8568613842508855,no
3215,blue-collar,divorced,-191,52.0,0.0778155311952704,yes
43011,blue-collar,married,1382,39.0,0.6380429610782151,yes
18169,retired,divorced,39,,0.2961605650252538,no
35675,blue-collar,single,0,38.0,0.08922620450865582,no
45,retired,married,96,58.0,0.3904895687613932,no
29812,services,married,0,33.0,0.4621665329665834,no
18805,admin.,divorced,611,,0.9448569439060217,no
7447,admin.,married,960,48.0,0.30344176756631835,no
30064,technician,divorced,285,57.0,0.6113321200799741,no
34283,admin.,divorced,661,,0.4570874957631611,no
20442,housemaid,married,0,30.0,0.38483104702276016,no
15660,retired,divorced,158,,0.20260164132404745,yes
16896,admin.,divorced,556,50.0,0.7664430125650481,no
10324,technician,divorced,29,45.0,0.8118802487273329,no
28818,management,married,1400,31.0,0.7793213092196567,no
26702,admin.,married,233,32.0,0.9275607854200164,no
17975,services,married,96,55.0,0.5573451719385898,no
17993,blue-collar,married,1149,38.0,0.8044109517814807,no
20413,retired,married,764,,0.5025522776215119,no
9312,blue-collar,married,-355,42.0,0.14663306671537768,no
17555,blue-collar,single,5483,40.0,0.7999345519866512,no
16960,blue-collar,married,830,47.0,0.7342432423131644,no
30150,technician,married,1667,,0.9717394886313971,no
43645,management,divorced,2037,56.0,0.060216230301627593,no
275,admin.,married,190,37.0,0.586129897537452,no
44019,retired,married,2391,67.0,0.9596349631968574,yes
40133,services,single,801,25.0,0.8230459071244384,yes
43100,management,married,1380,35.0,0.32512347555986654,yes
535,admin.,married,1236,52.0,0.05403882345891975,no
22796,self-employed,married,198,55.0,0.8291780148822712,no
21604,technician,single,10,32.0,0.151587375570448,no
5324,admin.,single,0,31.0,0.9277100861893447,no
20899,technician,married,3,33.0,0.6911991885108061,no
21321,technician,single,473,54.0,0.4863434524449669,no
35074,blue-collar,married,-6,32.0,0.6395011692737762,no
28471,technician,married,659,36.0,0.7643581633975789,no
32238,blue-collar,married,244,42.0,0.2762967152708651,no
42700,blue-collar,married,820,47.0,0.8615024698752176,yes
26771,services,married,2975,33.0,0.4904951356668872,no
18356,blue-collar,married,264,,0.08810159710141141,no
34169,housemaid,divorced,0,49.0,0.37706217505696094,no
15009,admin.,married,0,48.0,0.8414343557640646,no
35632,blue-collar,married,0,37.0,0.7377980190969565,no
30916,self-employed,married,1245,36.0,0.9631954741309244,no
704,services,divorced,0,43.0,0.7371200680367713,no
40703,retired,married,1612,,0.24851496714382815,yes
15362,management,married,122,47.0,0.47229928844119307,no
36098,admin.,divorced,-212,,0.8197588939653763,no
1955,admin.,married,253,,0.6385492238315488,no
5829,services,divorced,-274,31.0,0.5824761618536393,no
25326,blue-collar,married,-14,49.0,0.40609706443652527,no
22756,blue-collar,married,497,54.0,0.03008594293953304,no
33733,management,married,2984,31.0,0.10336915338214414,no
21631,blue-collar,married,3,48.0,0.8375638605946725,no
11489,technician,married,1127,,0.5671711462179877,no
7309,blue-collar,married,5310,35.0,0.17667212997519366,no
29702,unemployed,divorced,-53,55.0,0.700439368656399,no
21435,technician,married,0,,0.4105041590022387,no
32254,technician,married,-54,47.0,0.7058576247856893,no
8239,admin.,married,0,38.0,0.6700208492806186,no
11901,blue-collar,married,3643,,0.5230443732653796,no
5836,blue-collar,married,5,,0.875786541706238,no
20549,blue-collar,married,6004,,0.5406485634879279,no
31838,student,single,2614,27.0,0.31483101511542444,yes
43401,admin.,married,70,,0.8980281924269652,yes
157,blue-collar,married,1883,,0.8731730952306959,no
9874,management,married,4895,,0.5683937356157833,no
38529,management,single,74,31.0,0.21701192241095568,no
41696,technician,single,158,30.0,0.5855265768145305,yes
10911,blue-collar,divorced,2641,38.0,0.791107494219683,no
26648,management,married,3713,33.0,0.8887841264709107,no
2830,technician,single,261,,0.9486078019695326,no
27574,management,single,6503,51.0,0.34173068633530523,no
35687,blue-collar,married,194,30.0,0.7034052706392067,no
17599,admin.,divorced,1697,49.0,0.4280361566414129,no
20505,management,single,0,47.0,0.9617085496593505,no
548,blue-collar,married,82,,0.8907864111691619,no
24702,management,single,1092,,0.5999920133833444,no
12506,services,single,0,,0.4294873010603302,no
4366,technician,married,413,,0.5692666325013986,no
33466,blue-collar,married,509,,0.026074342011046858,no
35811,blue-collar,married,372,52.0,0.3742686260079531,no
4711,blue-collar,married,80,32.0,0.2515917378613901,no
6854,technician,married,98,51.0,0.8049056278271302,no
41350,technician,single,2340,33.0,0.34316259924213866,no
1848,technician,single,433,29.0,0.00439346797786111,no
13914,blue-collar,single,1243,25.0,0.3184394113798298,yes
1027,technician,married,164,40.0,0.7670595661935155,no
24984,entrepreneur,divorced,541,50.0,0.9549241015663567,no
24228,management,married,1028,,0.8096363443687912,no
34001,admin.,divorced,0,53.0,0.3604645425037173,no
15367,blue-collar,married,89,33.0,0.5942355322899024,yes
36281,unemployed,married,3867,58.0,0.024156918445322417,no
14159,services,married,642,55.0,0.27421557227493,no
2736,admin.,married,120,46.0,0.25131335262683907,no
1937,management,divorced,84,47.0,0.8836157108633826,no
30281,retired,divorced,7179,59.0,0.9217678002649621,no
34756,admin.,married,710,27.0,0.8166769310406113,yes
19452,services,married,0,51.0,0.17395991360996454,no
35977,blue-collar,married,95,,0.6875318105081707,no
39161,admin.,single,528,,0.5969030235469158,no
16822,entrepreneur,single,-880,35.0,0.4186961063768937,no
12519,entrepreneur,married,-81,41.0,0.1159458973584987,no
41767,admin.,married,19,,0.6278561805856399,no
3094,entrepreneur,married,245,45.0,0.08381937360802394,no
43900,admin.,married,2971,,0.625674028227135,no
4040,management,married,0,51.0,0.08943125005678887,no
19380,management,single,900,36.0,0.36198539995661516,no
33049,admin.,married,6127,37.0,0.472407845035704,no
17771,admin.,married,2,49.0,0.33787550559275503,no
26430,blue-collar,married,4269,52.0,0.03247008088480374,no
34718,blue-collar,married,0,36.0,0.7084883718071119,no
14162,blue-collar,divorced,0,48.0,0.018102920623561447,no
20635,management,married,153,54.0,0.8129768918108148,no
14539,management,divorced,286,35.0,0.8654201160107893,no
1644,blue-collar,married,0,29.0,0.7048823570943484,no
42100,technician,single,846,30.0,0.38534410998722446,no
41939,admin.,divorced,527,42.0,0.5817907242061661,yes
2014,services,married,107,50.0,0.10583049644676767,no
3005,blue-collar,married,7180,51.0,0.9656074667431958,yes
37811,blue-collar,married,456,,0.5870616545133865,no
11215,management,married,17361,44.0,0.20337633380005982,no
24167,blue-collar,divorced,219,43.0,0.17121079336002254,no
3083,student,single,246,28.0,0.43572702517929673,no
29405,blue-collar,single,-480,39.0,0.8535553949074857,no
32384,technician,married,-277,26.0,0.4716909210653213,no
41526,admin.,single,555,,0.1474084774617337,yes
10417,blue-collar,married,2999,,0.26086465777460244,yes
37870,blue-collar,married,519,28.0,0.01919089042612021,no
43345,unemployed,married,0,42.0,0.4078371692704472,no
34279,blue-collar,married,72,,0.029521678616238334,no
41844,retired,divorced,2619,83.0,0.5569415179721986,no
39810,management,single,493,49.0,0.16637410053802926,no
42430,retired,married,1220,64.0,0.7196642830747293,no
30545,admin.,single,1022,,0.07764601483879485,no
22739,management,married,584,33.0,0.2616687234453665,no
38290,management,single,703,,0.8101183562723763,yes
9394,blue-collar,married,101,43.0,0.9849051723976683,no
32761,blue-collar,married,0,,0.11063510396277487,no
42490,technician,married,592,57.0,0.7342108624170224,no
20791,management,married,3452,,0.37827259544847824,no
44617,unemployed,married,532,,0.24483892902780158,no
11646,entrepreneur,married,0,45.0,0.04726644676684966,no
21318,blue-collar,married,3206,,0.7908105128599667,no
42751,student,single,829,,0.1265737354719253,yes
4119,services,divorced,-19,41.0,0.6570229566231954,no
42312,entrepreneur,married,2707,63.0,0.15059682673541042,no
7165,blue-collar,married,249,56.0,0.23319875133136703,yes
33873,unemployed,married,94,,0.23457064446606501,yes
20209,unknown,married,1260,35.0,0.5700606082698926,no
40671,management,married,0,40.0,0.06561097222128931,yes
5018,technician,single,1091,34.0,0.4066085956520269,no
43252,retired,divorced,802,76.0,0.7969447319968808,yes
31279,management,married,256,57.0,0.3587629077235005,yes
13999,management,single,26,,0.38094326155931946,no
13004,management,married,256,31.0,0.5874679834886086,no
19606,housemaid,married,152,50.0,0.757418920738635,no
2239,blue-collar,single,-329,38.0,0.9633062453055173,no
16048,blue-collar,married,0,43.0,0.576944134789147,no
14913,management,married,387,35.0,0.035675930320100746,no
29269,admin.,single,2004,32.0,0.8199172481672947,no
38640,technician,married,165,,0.057582194722768376,no
17379,blue-collar,married,-275,38.0,0.3078446504053596,no
31287,self-employed,married,409,32.0,0.9430008280689398,yes
1190,management,divorced,177,,0.6155418701689193,no
24092,retired,married,3260,58.0,0.3671198841318898,no
40619,technician,married,1167,,0.27129706341720705,yes
15359,services,single,-366,30.0,0.8448505019049933,yes
42283,technician,single,376,36.0,0.6077486093577779,yes
26545,management,single,2032,,0.38700534459981284,yes
13147,technician,single,102,25.0,0.7709802512668152,yes
3465,student,single,1139,25.0,0.5576009619021308,no
3187,unemployed,married,259,42.0,0.160854808511812,no
27905,blue-collar,married,1316,57.0,0.08432047156681766,no
43362,management,single,334,47.0,0.6953507680199846,yes
27258,management,married,0,,0.3263133804775965,no
43390,blue-collar,married,1666,34.0,0.05405309432624639,no
27169,housemaid,married,97,47.0,0.38345444830820496,no
984,admin.,divorced,207,46.0,0.8861242028925331,no
15030,retired,married,119,55.0,0.31685851039589885,no
13416,technician,married,3440,,0.28950114040222974,no
8667,blue-collar,married,750,48.0,0.7703982786741111,no
42436,blue-collar,single,1163,25.0,0.1859680526613564,no
19857,management,single,1424,44.0,0.5903576888206997,no
9344,management,single,490,25.0,0.5339588491065009,no
39781,management,single,2613,26.0,0.6781727723651318,yes
19945,blue-collar,married,2215,47.0,0.7018269836641469,no
37410,management,married,-70,60.0,0.269605330961577,no
16311,blue-collar,single,152,34.0,0.33471387060803837,no
38228,blue-collar,divorced,91,32.0,0.034316338100264576,no
20063,management,divorced,581,,0.7422777725404336,no
10009,unemployed,married,859,35.0,0.9725351625449058,no
35289,admin.,married,61,24.0,0.34694026726792526,no
15366,entrepreneur,married,501,,0.9557543237285961,no
44870,management,married,5397,59.0,0.28681768789712836,yes
33203,admin.,single,127,29.0,0.39673027061816946,no
33860,technician,married,760,,0.8996226749130332,no
22693,technician,divorced,394,53.0,0.06557121908208918,no
20164,technician,married,-276,,0.5668357629950637,no
39698,retired,divorced,3076,54.0,0.043144480536770446,yes
9272,unemployed,married,3924,40.0,0.060955311508227084,no
38257,services,single,581,30.0,0.3556600149915933,no
16701,technician,married,751,47.0,0.19680654929843788,no
32094,blue-collar,married,681,,0.34082249689809585,no
27151,entrepreneur,single,-1,33.0,0.0676597126957903,no
21964,management,married,2130,50.0,0.271619065917194,no
15819,blue-collar,single,409,,0.43429697076558693,yes
5845,blue-collar,married,3311,40.0,0.3875951825711593,no
41713,admin.,married,2061,37.0,0.4279184172435828,no
7682,management,married,11743,,0.3480642516825281,no
4676,blue-collar,married,408,36.0,0.06925929844032552,yes
5454,management,married,1522,32.0,0.2581999763417061,no
44464,technician,single,401,,0.09826421275791652,yes
25860,services,married,115,,0.8162715134874082,no
9099,management,married,2960,,0.4971043542096262,no
20447,management,married,5942,58.0,0.23080513776051714,no
12283,entrepreneur,single,0,25.0,0.4491581938276227,no
27992,self-employed,single,0,,0.07614741731153163,no
41851,admin.,single,3702,50.0,0.6934970473770644,no
43937,student,divorced,2946,38.0,0.9776852597060287,yes
41811,blue-collar,single,1830,35.0,0.6126545413145816,no
34064,management,single,219,25.0,0.9245409009416494,yes
35417,services,married,-99,34.0,0.3705389114858112,no
17689,blue-collar,divorced,1278,42.0,0.45973286291050897,no
24345,admin.,single,738,57.0,0.9787026875529022,no
24839,admin.,single,-247,,0.137464947357134,no
15253,student,single,24,27.0,0.23335745854293855,no
25820,self-employed,married,11494,,0.3707403536390852,no
22275,management,married,1363,39.0,0.2498435919454015,no
31831,blue-collar,married,370,33.0,0.2347276360314272,no
28205,admin.,married,0,54.0,0.19373537322758838,no
10810,management,married,438,,0.6214035387667565,no
17880,blue-collar,single,-71,27.0,0.173062718376237,no
21361,admin.,divorced,985,56.0,0.26686068071202484,no
10510,blue-collar,married,6085,36.0,0.3416540279957915,no
21957,management,married,224,39.0,0.546450760294075,no
8240,admin.,married,301,29.0,0.6015636073414314,no
22963,technician,married,-370,33.0,0.33826441316324707,no
31551,entrepreneur,married,887,,0.749345485117941,no
34246,admin.,single,738,,0.6042958514992705,no
1037,blue-collar,single,365,,0.2250638345739161,no
17553,entrepreneur,married,84,54.0,0.42360183087022196,no
19280,technician,married,29,57.0,0.7608997154276926,no
21427,management,single,0,30.0,0.8684428097460095,no
34277,self-employed,married,1813,34.0,0.5619268410147131,no
37996,services,married,-166,42.0,0.5000210024816317,no
24573,entrepreneur,married,2,,0.6439016669289105,no
43694,unemployed,single,1026,,0.08196092307756264,yes
15453,management,married,738,39.0,0.8542582122195341,no
11443,admin.,single,124,37.0,0.11134340896974604,no
13397,admin.,married,1994,,0.3515642681169764,no
21766,management,married,238,44.0,0.04294798151743773,no
30080,technician,married,818,55.0,0.5508625243222549,no
23422,self-employed,married,2,40.0,0.9736149398920875,no
9535,blue-collar,divorced,0,45.0,0.994369719578564,no
32757,blue-collar,married,4771,38.0,0.029881652342627962,no
20807,management,married,-974,39.0,0.16053732046816693,no
16890,technician,single,26,32.0,0.26000384914853336,no
32229,blue-collar,single,2553,29.0,0.594744818530219,no
36220,blue-collar,married,306,41.0,0.4319024726188905,no
5797,blue-collar,married,-473,55.0,0.4409805348833046,no
10638,admin.,single,2355,,0.8385493059676731,no
20535,housemaid,married,897,34.0,0.6338100395236359,no
11584,self-employed,divorced,2674,38.0,0.2872974439330531,no
40176,unemployed,single,582,31.0,0.28259761429009034,yes
12851,blue-collar,married,282,57.0,0.8840593297389103,no
29323,retired,married,6236,83.0,0.11378631285342511,no
12708,management,married,1007,39.0,0.4164721126680935,no
7583,blue-collar,single,30,43.0,0.11507581323861737,no
34474,technician,single,726,35.0,0.7711856299168667,no
23459,management,married,357,31.0,0.7460924703861758,no
42782,housemaid,single,2017,,0.3232241425778406,no
26241,blue-collar,married,2558,46.0,0.01668807423379326,no
22967,technician,single,659,33.0,0.7502184661692658,no
17592,management,married,717,48.0,0.18622616189815355,no
27459,services,married,0,,0.8753836909500466,no
20203,retired,married,997,59.0,0.5976772184492648,no
14136,services,single,0,29.0,0.19655102758340304,no
37059,admin.,married,139,,0.3991480385533722,no
2742,blue-collar,married,9004,48.0,0.6228596750566022,no
14166,management,married,698,52.0,0.31228428874014824,no
41545,management,single,440,,0.7707240301256211,no
29642,unemployed,single,127,27.0,0.08563180546571403,no
13959,blue-collar,married,44,46.0,0.44613874660039543,no
31366,retired,married,0,83.0,0.9289304879059017,no
32888,admin.,single,0,31.0,0.05257878697872642,yes
15664,self-employed,single,577,,0.8642211594516526,no
19860,blue-collar,married,12928,,0.8193416680087732,no
24518,services,married,2719,54.0,0.14376918861219545,no
31077,self-employed,married,187,,0.47696518440988045,no
17024,blue-collar,single,0,,0.07481593637161899,no
29811,services,married,895,,0.23222193514841316,no
9947,services,married,510,,0.5149143683347257,no
7700,blue-collar,single,2,26.0,0.45560506735103,no
12327,blue-collar,married,341,,0.729078707359614,no
15003,services,single,43,37.0,0.37403769068000636,no
44172,technician,married,6181,53.0,0.9791837524173511,yes
252,blue-collar,married,0,,0.6534670188701128,no
15093,blue-collar,single,118,32.0,0.9315311255622981,yes
31173,technician,married,349,,0.6073068024587625,no
14590,blue-collar,married,0,53.0,0.005459304551754807,no
11574,management,married,-52,45.0,0.7664773903251714,no
16033,admin.,single,18,25.0,0.2806773275094613,no
30494,management,married,2281,,0.8828350654098456,yes
36516,retired,married,171,33.0,0.4895093026043481,no
8373,technician,single,914,35.0,0.6760204264106309,no
28405,management,single,-144,33.0,0.47269501646301204,no
16866,services,married,311,38.0,0.39982687577245957,no
7005,admin.,single,1531,31.0,0.4436381469071099,no
26232,admin.,single,11,,0.39744900226088475,no
30666,blue-collar,married,593,,0.03634035202058139,no
19230,blue-collar,married,187,51.0,0.7370768069914265,no
44941,admin.,single,372,22.0,0.5301749641519369,yes
40424,technician,single,18,31.0,0.5852374521126572,no
40560,student,single,829,20.0,0.17451271523823397,yes
17363,self-employed,single,1616,,0.7886685687411815,yes
4155,technician,married,296,,0.6187535987510592,no
4512,technician,divorced,-52,35.0,0.6162902215269687,no
20600,blue-collar,married,842,58.0,0.32337126622113266,no
22821,management,married,251,32.0,0.5828226040014343,no
36332,blue-collar,single,213,,0.22151080291069536,no
22088,technician,single,572,40.0,0.7718854459631861,no
5106,blue-collar,married,1599,31.0,0.11134891350800813,no
18519,self-employed,married,5350,51.0,0.9318802871274766,yes
23261,blue-collar,married,297,56.0,0.9015534366359906,no
28090,admin.,married,2662,51.0,0.548370238775072,no
33681,services,married,2669,,0.6514619915489461,no
11135,blue-collar,married,3760,56.0,0.1837945059140056,no
31457,management,married,250,29.0,0.1905798652741525,no
25510,entrepreneur,married,6384,,0.23388913594541139,no
9471,blue-collar,married,673,47.0,0.9734535119699531,no
18225,admin.,single,869,37.0,0.5236076399805587,no
543,technician,married,249,50.0,0.027973367879068678,no
26330,admin.,married,12634,35.0,0.03717169750955396,no
40719,management,married,0,34.0,0.30002093479119196,yes
10049,self-employed,married,964,57.0,0.5736322409920646,no
4628,admin.,married,-362,39.0,0.7673896662400406,no
24277,entrepreneur,single,1454,31.0,0.4880073173443473,no
16710,management,married,-577,45.0,0.7672777818990809,no
4193,blue-collar,married,-754,54.0,0.3193919768469756,no
3309,technician,married,4582,,0.5064158914749279,no
16489,admin.,single,1291,,0.0838255132530501,no
3069,admin.,single,900,29.0,0.2095361274264692,no
7620,management,divorced,129,54.0,0.7577797682865135,no
42425,management,married,481,39.0,0.959304674377223,yes
32308,management,single,111,55.0,0.30162200970238573,no
30979,housemaid,divorced,267,49.0,0.6041443229630287,no
40213,admin.,single,8866,,0.03300720314118677,yes
20944,retired,married,8332,58.0,0.06385158718815787,no
13106,admin.,single,621,33.0,0.956445911353188,no
21328,technician,married,804,33.0,0.5042607974287063,no
33176,blue-collar,single,550,34.0,0.6856481230901349,no
25878,entrepreneur,married,3,51.0,0.673389156444517,no
3332,entrepreneur,married,461,,0.7700010642612751,yes
27582,blue-collar,divorced,744,33.0,0.4163760084486927,no
31322,entrepreneur,single,-34,32.0,0.9833665749194935,yes
11809,technician,married,27069,,0.9169598472167577,no
40247,management,single,1741,,0.16972535645092057,no
39737,admin.,single,777,35.0,0.4809680223715501,no
28343,blue-collar,married,648,39.0,0.8869400816532036,no
18961,technician,single,600,47.0,0.2580459529091689,no
27140,admin.,married,817,43.0,0.22977863353445172,no
29709,blue-collar,single,4751,,0.170952613693947,no
30233,blue-collar,single,26,31.0,0.1168349355500844,no
2424,blue-collar,single,614,21.0,0.5861011765365606,no
28884,management,single,780,44.0,0.3708971837028687,no
16575,blue-collar,married,0,,0.04282311409471218,no
9798,management,divorced,7821,36.0,0.428964303247758,no
25045,technician,married,2123,,0.43794463785841775,no
12064,admin.,married,-1049,,0.3592993160918264,no
42449,technician,single,2489,29.0,0.9289833433379503,no
4255,blue-collar,single,525,,0.4512207514184957,no
16083,management,married,-124,39.0,0.7392476205949674,no
28435,blue-collar,divorced,4168,40.0,0.2709465871807404,no
13149,blue-collar,married,2322,28.0,0.2746101847941568,no
7161,self-employed,married,6174,50.0,0.5382283425512333,no
3097,admin.,married,137,45.0,0.44990987359364853,no
10836,blue-collar,married,475,41.0,0.4948244347414873,no
43130,retired,divorced,3219,78.0,0.4938686901230591,yes
32540,blue-collar,married,1226,34.0,0.164720325764094,no
4476,blue-collar,married,732,,0.5832677948196447,no
15207,technician,married,1337,29.0,0.7566178366411885,no
15898,admin.,married,907,51.0,0.9319626993657186,no
21860,admin.,married,1431,50.0,0.27862757256387105,no
49,technician,divorced,0,55.0,0.11540995392413911,no
25979,admin.,divorced,1762,,0.2465874640159258,no
5763,retired,single,101,36.0,0.7205897589332646,no
35761,management,single,642,35.0,0.6849115915568494,no
17439,management,single,63,26.0,0.9446018964080408,no
40377,student,single,1803,,0.4757511105865566,no
42735,management,married,1167,,0.6800257653116256,no
40023,admin.,single,222,22.0,0.981161621372815,no
39168,admin.,single,1560,,0.021050139607677876,no
4368,blue-collar,married,522,52.0,0.9319197493862031,no
30528,unemployed,married,2135,40.0,0.24918146240942884,no
42986,management,married,1791,44.0,0.12576515252634934,yes
16326,blue-collar,married,23,44.0,0.23076406007251216,no
17347,services,single,209,29.0,0.6830081446306658,no
44290,admin.,married,5511,46.0,0.83844194686393,yes
1522,unemployed,married,1147,38.0,0.9307128322711399,no
18280,blue-collar,divorced,4399,,0.8363933505718582,no
19527,housemaid,married,17,,0.6682899480127185,no
32660,management,single,1558,,0.10151559807969368,no
12154,management,married,0,,0.8507194133627043,no
36484,blue-collar,married,-185,36.0,0.7665001268266578,no
22882,technician,married,255,32.0,0.8264574521637817,no
30392,management,single,84,34.0,0.7208688675964824,no
37125,blue-collar,married,2157,42.0,0.9778007434821079,no
16468,admin.,married,1463,51.0,0.4172110656580006,no
44630,blue-collar,single,-46,,0.6945729992168841,yes
6610,technician,single,2751,38.0,0.4251018240016765,no
21165,management,single,409,,0.9564206010341464,no
10448,retired,married,4949,,0.5617235440636151,no
28584,admin.,married,102,27.0,0.9438309241484754,no
27056,student,single,0,32.0,0.9016152988552596,no
25644,management,divorced,8106,41.0,0.6884473622271613,no
6762,services,married,6,29.0,0.7098937017386293,no
41247,technician,married,117,51.0,0.09405465329893237,yes
27399,admin.,divorced,6157,,0.22459068718651376,no
28153,services,divorced,532,36.0,0.36688749800846543,no
43251,retired,married,508,73.0,0.20456703484077965,yes
26761,management,single,2360,33.0,0.8876295205692364,no
7130,technician,single,1308,,0.2512879602602318,no
33268,housemaid,married,4958,34.0,0.6215289335639261,no
30240,unemployed,divorced,4,60.0,0.13646270097572988,no
33457,admin.,married,312,,0.19470850766515047,no
12935,admin.,married,147,37.0,0.5679730106310924,no
16108,management,divorced,0,,0.4504329729729176,no
13626,technician,single,282,,0.4914559789449898,no
19115,management,divorced,2885,33.0,0.24714812937327935,yes
26164,admin.,single,10041,36.0,0.32752013176515526,no
40421,services,married,366,,0.9393404482143705,no
6140,management,married,3517,,0.4306653748212186,no
33024,blue-collar,married,104,50.0,0.7972557027529824,no
32535,blue-collar,married,489,,0.3119629032380361,no
22622,technician,single,635,33.0,0.6950491651680715,no
6141,blue-collar,married,46,28.0,0.21387092749059133,no
37836,blue-collar,married,87,45.0,0.6509063717840751,no
455,blue-collar,married,270,34.0,0.08810989358902066,no
32560,management,single,35,38.0,0.4392066213004153,no
43260,management,single,2344,,0.7628649324099057,no
35303,technician,married,6,54.0,0.6508952493449472,no
43235,admin.,married,798,34.0,0.610012705990062,no
11834,blue-collar,married,44,,0.49100097546185684,no
37493,admin.,single,655,49.0,0.14162134818985295,no
43565,admin.,single,915,,0.25837386790824446,yes
33046,technician,married,4004,41.0,0.78449601908001,yes
39078,services,single,261,27.0,0.5777082406130694,no
44566,retired,married,523,61.0,0.4212957746212257,yes
26505,blue-collar,married,421,53.0,0.8411873922432125,yes
31547,student,single,193,,0.47316577219687406,no
36283,management,divorced,8044,,0.6448676966701035,no
40189,management,married,309,,0.22520564596170023,no
44872,blue-collar,single,217,37.0,0.18217838202800718,yes
23736,management,single,1077,,0.37461224662229586,no
3231,technician,single,1882,,0.525745253042067,no
2769,blue-collar,married,0,44.0,0.7212718346208223,no
40159,management,married,1187,38.0,0.9798510466947423,no
41429,management,divorced,6468,57.0,0.4079388820130204,yes
13991,technician,single,3527,29.0,0.16149537065940944,no
18569,retired,married,1172,58.0,0.4366793572034787,no
15219,services,married,307,,0.6751940772628466,no
25946,admin.,married,67,40.0,0.015541862577102439,no
18563,self-employed,married,3211,42.0,0.21524420409226097,no
9266,blue-collar,married,860,35.0,0.7968668922695119,yes
12491,services,married,374,58.0,0.9406781059221807,no
41532,management,married,786,45.0,0.3598553885127591,yes
2670,housemaid,single,49,30.0,0.2586344663393748,no
8545,management,single,340,34.0,0.15523673169731333,no
27972,management,single,726,,0.2803279925493928,no
20139,management,divorced,348,,0.6864824798781174,no
22631,technician,single,126,35.0,0.4488139087547154,no
2164,services,single,888,,0.9684789200902214,no
17237,services,single,166,29.0,0.04543976372171277,no
40319,technician,single,2731,,0.6265084760056531,no
39576,technician,married,8029,35.0,0.4064659676121316,no
9725,technician,married,93,57.0,0.43685528654349504,no
15041,entrepreneur,married,83,,0.36342267930281624,no
26852,blue-collar,single,816,,0.1927328110788592,no
10247,unemployed,married,83,52.0,0.28183810585945657,no
17695,housemaid,married,0,,0.10075261173303607,no
34683,blue-collar,married,2152,42.0,0.17997141205260425,no
27890,housemaid,single,578,,0.0011419504231243716,no
17105,retired,divorced,63,57.0,0.8948909111062072,yes
29663,management,single,705,59.0,0.9534846893637591,no
29912,management,divorced,274,,0.17976079690938085,no
33297,technician,single,1454,,0.728321385435574,no
7908,blue-collar,single,324,46.0,0.5910040208391948,no
13701,blue-collar,married,-319,34.0,0.2875198399249793,no
37353,blue-collar,single,147,,0.5737382252980714,no
37307,blue-collar,divorced,-69,45.0,0.060619949404378426,no
16172,blue-collar,married,786,59.0,0.8056709327998983,no
1243,blue-collar,single,134,42.0,0.6056302074520352,no
